filename,emotion,category,rationale,polarity,subjectivity,annotator
jean-fautrier_le-lilas-blanc-1927.jpg,sadness,MAX,usage of black color and particular design,,,annotator_234
jean-fautrier_le-lilas-blanc-1927.jpg,sadness,MAX,looks more gloomy,,,annotator_208
jean-fautrier_le-lilas-blanc-1927.jpg,sadness,MAX,SOME FIGURES ARE THERE,,,annotator_284
jean-fautrier_le-lilas-blanc-1927.jpg,sadness,MAX,"darkness,design and appearance",,,annotator_234
jean-fautrier_le-lilas-blanc-1927.jpg,sadness,MAX,BLACK  AND DARK SHADOW,,,annotator_284
jean-fautrier_le-lilas-blanc-1927.jpg,sadness,MAX,"darkness,design and appearance",,,annotator_234
jean-fautrier_le-lilas-blanc-1927.jpg,sadness,MAX,Looks like a depression flower in full bloom.,,,annotator_28
jean-fautrier_le-lilas-blanc-1927.jpg,sadness,MAX,usage of black color and particular design,,,annotator_234
jean-fautrier_le-lilas-blanc-1927.jpg,sadness,MAX,BLACK  AND DARK SHADOW,,,annotator_284
modest-cuixart_untitled-1960.jpg,fear,MIN,Looks like a comical face to me.  It's smiling.,,,annotator_28
modest-cuixart_untitled-1960.jpg,fear,MIN,"This is an very simple art,nothing is negative in this",,,annotator_54
modest-cuixart_untitled-1960.jpg,fear,MIN,simple color and shapes,,,annotator_98
modest-cuixart_untitled-1960.jpg,fear,MAX,The white lines appear to be attacking the spheres.,,,annotator_285
modest-cuixart_untitled-1960.jpg,fear,MAX,The white thing looks like a deadly virus as photographed by an electron microscope.,,,annotator_28
modest-cuixart_untitled-1960.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1960.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1960.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1960.jpg,fear,MAX,the incongruous parts make it scary,,,annotator_11
modest-cuixart_untitled-1960.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1960.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1960.jpg,sadness,MIN,This is literally a smile and makes me happy.,,,annotator_271
modest-cuixart_untitled-1960.jpg,sadness,MIN,look like Dead sperm,,,annotator_309
modest-cuixart_untitled-1960.jpg,sadness,MIN,just 3 simple objects make it be apprehended at a glance,,,annotator_290
modest-cuixart_untitled-1960.jpg,sadness,MAX,Reminds me of a genetic mutation causing Autism.,,,annotator_28
modest-cuixart_untitled-1960.jpg,sadness,MAX,The colors are dark and gloomy suggesting lonliness and isolation,,,annotator_197
modest-cuixart_untitled-1960.jpg,sadness,MAX,"darkness,design and appearance",,,annotator_234
modest-cuixart_untitled-1960.jpg,sadness,MAX,black background make me sadness,,,annotator_66
modest-cuixart_untitled-1960.jpg,sadness,MAX,"This makes me think of cancer cells--the round ones are the cancer cells and the white strand-like thing is a mutation. This cancer is in stage 4, so it's sad for whoever has it. (And my father had stage 4 cancer, so that's why I am reacting this way to this image).",,,annotator_260
modest-cuixart_untitled-1960.jpg,sadness,MAX,usage of black color and presentation,,,annotator_234
modest-cuixart_untitled-1960.jpg,sadness,MAX,the colors and the objects seeming so isolated from each other,,,annotator_228
paul-brach_the-negative-way-4-1964.jpg,fear,MIN,"Doesn't suggest much in the way of emotion,",,,annotator_197
paul-brach_the-negative-way-4-1964.jpg,fear,MIN,the muted circle is like seeing the moon before falling asleep,,,annotator_110
paul-brach_the-negative-way-4-1964.jpg,fear,MIN,SIMPLE ABSTRACT DESIGN,,,annotator_284
paul-brach_the-negative-way-4-1964.jpg,fear,MIN,looks like the moon,,,annotator_255
paul-brach_the-negative-way-4-1964.jpg,fear,MIN,looks like the moon in center mysteriously,,,annotator_255
paul-brach_the-negative-way-4-1964.jpg,fear,MIN,SIMPLY A SHAPE,,,annotator_284
paul-brach_the-negative-way-4-1964.jpg,fear,MIN,SIMPLY LIKE A SHAPE,,,annotator_284
paul-brach_the-negative-way-4-1964.jpg,fear,MIN,Just playing circles nothing exciting,,,annotator_24
paul-brach_the-negative-way-4-1964.jpg,fear,MIN,SIMPLY A SHAPE,,,annotator_284
paul-brach_the-negative-way-4-1964.jpg,fear,MIN,There is something peaceful about the gray sphere with the gray rings.,,,annotator_28
paul-brach_the-negative-way-4-1964.jpg,fear,MIN,SIMPLY A SHAPE,,,annotator_284
paul-brach_the-negative-way-4-1964.jpg,fear,MIN,nothing special art,,,annotator_100
paul-brach_the-negative-way-4-1964.jpg,fear,MIN,THATS A MOON LOOKS PLEASANT,,,annotator_259
paul-brach_the-negative-way-4-1964.jpg,fear,MAX,looks like a dark tunnel,,,annotator_32
paul-brach_the-negative-way-4-1964.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
paul-brach_the-negative-way-4-1964.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
paul-brach_the-negative-way-4-1964.jpg,fear,MAX,feel very dark,,,annotator_280
paul-brach_the-negative-way-4-1964.jpg,fear,MAX,looking into a deep dark hole,,,annotator_3
paul-brach_the-negative-way-4-1964.jpg,fear,MAX,looks like being into deep space in the universe,,,annotator_255
paul-brach_the-negative-way-4-1964.jpg,fear,MAX,It looks like dark rings are starting to engulf an area.,,,annotator_285
paul-brach_the-negative-way-4-1964.jpg,fear,MAX,black and white color make me fear,,,annotator_66
paul-brach_the-negative-way-4-1964.jpg,sadness,MIN,It's a cartoon nipple poking out of a deep sleep into a dream,,,annotator_316
paul-brach_the-negative-way-4-1964.jpg,sadness,MIN,reminds me of a peaceful full moon night,,,annotator_24
paul-brach_the-negative-way-4-1964.jpg,sadness,MIN,SIMPLY A SHAPE,,,annotator_284
paul-brach_the-negative-way-4-1964.jpg,sadness,MIN,SIMPLY A SHAPE,,,annotator_284
paul-brach_the-negative-way-4-1964.jpg,sadness,MIN,SIMPLY A SHAPE,,,annotator_284
paul-brach_the-negative-way-4-1964.jpg,sadness,MIN,SIMPLY A SHAPE,,,annotator_284
paul-brach_the-negative-way-4-1964.jpg,sadness,MAX,"darkness,design and appearance",,,annotator_234
paul-brach_the-negative-way-4-1964.jpg,sadness,MAX,"This is like the end of the world because the sun burned out and caused the planet's temperature to drop--all life is extinct. Obviously, that's sad.",,,annotator_260
paul-brach_the-negative-way-4-1964.jpg,sadness,MAX,dark color and appearance,,,annotator_234
paul-brach_the-negative-way-4-1964.jpg,sadness,MAX,it's deeply dark,,,annotator_262
paul-brach_the-negative-way-4-1964.jpg,sadness,MAX,usage of black color and particular design,,,annotator_234
paul-brach_the-negative-way-4-1964.jpg,sadness,MAX,usage of black color and particular design,,,annotator_234
paul-brach_the-negative-way-4-1964.jpg,sadness,MAX,The somber monochrome suggests lonliness,,,annotator_197
paul-brach_the-negative-way-4-1964.jpg,sadness,MAX,usage of black color and particular design,,,annotator_234
paul-brach_the-negative-way-4-1964.jpg,sadness,MAX,usage of black color and presentation,,,annotator_234
bram-van-velde_composition-1967.jpg,fear,MIN,This looks like a dancer contorting herself in some kind of weird modern dance performance. It's more pretentious than fearful.,,,annotator_260
bram-van-velde_composition-1967.jpg,fear,MIN,pleasant colors and shapes,,,annotator_42
bram-van-velde_composition-1967.jpg,fear,MIN,COLOR FULL IMAGE HAS LESS FEAR,,,annotator_66
bram-van-velde_composition-1967.jpg,fear,MIN,"light, beautiful pastel tones",,,annotator_239
bram-van-velde_composition-1967.jpg,fear,MIN,The soft yellow colors appear to be sunlight.,,,annotator_285
bram-van-velde_composition-1967.jpg,fear,MIN,"I see a pair of dancers here, lovers who are dancing.",,,annotator_271
bram-van-velde_composition-1967.jpg,fear,MAX,SOME FIGURES ARE THERE,,,annotator_284
bram-van-velde_composition-1967.jpg,fear,MAX,SAW SOME  FACES,,,annotator_284
bram-van-velde_composition-1967.jpg,fear,MAX,The frantic strokes suggest panic,,,annotator_197
bram-van-velde_composition-1967.jpg,happiness,MIN,irregular shapes and not fully filled colors,,,annotator_290
bram-van-velde_composition-1967.jpg,happiness,MIN,The way the lines blend makes it appear messy.,,,annotator_242
bram-van-velde_composition-1967.jpg,happiness,MIN,pattern of different colors,,,annotator_66
bram-van-velde_composition-1967.jpg,happiness,MIN,The black lines make the figure look too brooding.,,,annotator_285
bram-van-velde_composition-1967.jpg,happiness,MIN,"looks more sensual than happy, like snakes having an orgy",,,annotator_316
bram-van-velde_composition-1967.jpg,happiness,MIN,LOW FADE COLOR,,,annotator_284
bram-van-velde_composition-1967.jpg,happiness,MAX,LIKE A MODERN ART,,,annotator_284
chu-teh-chun_dominant-bleu-1990.jpg,fear,MIN,The blues look like they are inviting light in.,,,annotator_285
chu-teh-chun_dominant-bleu-1990.jpg,fear,MIN,Those bold brushtrokes remind me of the Northern lights.,,,annotator_28
chu-teh-chun_dominant-bleu-1990.jpg,fear,MIN,beautiful blue tones,,,annotator_239
chu-teh-chun_dominant-bleu-1990.jpg,fear,MIN,The soft whites and blues look like clouds in the sky.,,,annotator_285
chu-teh-chun_dominant-bleu-1990.jpg,fear,MAX,looks like emerging ghost-like phantoms,,,annotator_255
chu-teh-chun_dominant-bleu-1990.jpg,fear,MAX,SOME FIGURES ARE THERE,,,annotator_284
chu-teh-chun_dominant-bleu-1990.jpg,fear,MAX,looks like emerging phatom,,,annotator_255
chu-teh-chun_dominant-bleu-1990.jpg,fear,MAX,SOME FIGURES ARE THERE,,,annotator_284
chu-teh-chun_dominant-bleu-1990.jpg,fear,MAX,It looks like ghosts or something supernatural which I find scary.,,,annotator_167
chu-teh-chun_dominant-bleu-1990.jpg,fear,MAX,"this image represents a devil/ghost appearance,which creates so much fear when we see it.",,,annotator_152
chu-teh-chun_dominant-bleu-1990.jpg,fear,MAX,It makes the feeling of sinking in water,,,annotator_125
chu-teh-chun_dominant-bleu-1990.jpg,fear,MAX,SOME FIGURES ARE THERE,,,annotator_284
chu-teh-chun_dominant-bleu-1990.jpg,fear,MAX,A fall into weak snow to take you to eternity.,,,annotator_62
chu-teh-chun_dominant-bleu-1990.jpg,fear,MAX,It looks like some kind of scary world.,,,annotator_182
chu-teh-chun_dominant-bleu-1990.jpg,fear,MAX,HAVE MORE FIGURES,,,annotator_284
chu-teh-chun_dominant-bleu-1990.jpg,sadness,MIN,"nicely blended colours, light and airy",,,annotator_239
chu-teh-chun_dominant-bleu-1990.jpg,sadness,MIN,This luminous painting is joyful to me.,,,annotator_28
chu-teh-chun_dominant-bleu-1990.jpg,sadness,MIN,"bright, nicely blended colours",,,annotator_239
chu-teh-chun_dominant-bleu-1990.jpg,sadness,MIN,it looks like happiness,,,annotator_98
chu-teh-chun_dominant-bleu-1990.jpg,sadness,MIN,"nicely blended blue toes, airy",,,annotator_239
chu-teh-chun_dominant-bleu-1990.jpg,sadness,MIN,looks blue and calming,,,annotator_24
chu-teh-chun_dominant-bleu-1990.jpg,sadness,MAX,SOME FIGURES ARE THERE,,,annotator_284
chu-teh-chun_dominant-bleu-1990.jpg,sadness,MAX,SOME FIGURES ARE THERE,,,annotator_284
chu-teh-chun_dominant-bleu-1990.jpg,sadness,MAX,SOME FIGURES ARE THERE,,,annotator_284
chu-teh-chun_dominant-bleu-1990.jpg,sadness,MAX,SOME FIGURES ARE THERE,,,annotator_284
chu-teh-chun_dominant-bleu-1990.jpg,sadness,MAX,SOME FIGURES ARE THERE,,,annotator_284
chu-teh-chun_dominant-bleu-1990.jpg,sadness,MAX,The different blues and a tint of yellow and green evokes sad feeling.,,,annotator_290
chu-teh-chun_dominant-bleu-1990.jpg,sadness,MAX,a somber tone in color and suggestion of shapes,,,annotator_11
gosta-adrian-nilsson_komposition-1917.jpg,fear,MIN,it is bright and calming,,,annotator_140
gosta-adrian-nilsson_komposition-1917.jpg,fear,MIN,"pastel colors, white spaces, clear",,,annotator_27
gosta-adrian-nilsson_komposition-1917.jpg,fear,MIN,cheery festive bright,,,annotator_306
gosta-adrian-nilsson_komposition-1917.jpg,fear,MIN,the soft tones make it comforting,,,annotator_11
gosta-adrian-nilsson_komposition-1917.jpg,fear,MIN,The color combination evokes fear least intensely,,,annotator_154
gosta-adrian-nilsson_komposition-1917.jpg,fear,MIN,it looks calming,,,annotator_98
gosta-adrian-nilsson_komposition-1917.jpg,fear,MIN,The little pink shapes look like harmless confetti or sprinkles on a fun dessert.,,,annotator_181
gosta-adrian-nilsson_komposition-1917.jpg,fear,MIN,The colors are light like flowers.,,,annotator_182
gosta-adrian-nilsson_komposition-1917.jpg,fear,MIN,looks like a cluster of toy houses,,,annotator_255
gosta-adrian-nilsson_komposition-1917.jpg,fear,MIN,soft colors and whimsical shapes,,,annotator_32
gosta-adrian-nilsson_komposition-1917.jpg,fear,MIN,big area of light color,,,annotator_290
gosta-adrian-nilsson_komposition-1917.jpg,fear,MIN,"It evokes the feeling of a fancy luncheon, of napkins folded in origami shapes, and people milling about in formal clothing",,,annotator_316
gosta-adrian-nilsson_komposition-1917.jpg,fear,MAX,BLACK COLOR INDICATED ME FEAR,,,annotator_66
gosta-adrian-nilsson_komposition-1917.jpg,fear,MAX,LIKE A MODERN ART,,,annotator_284
gosta-adrian-nilsson_komposition-1917.jpg,fear,MAX,BLACK COLOR INDICATED ME FEAR,,,annotator_66
gosta-adrian-nilsson_komposition-1917.jpg,fear,MAX,confusing design gives us fear,,,annotator_278
gosta-adrian-nilsson_komposition-1917.jpg,happiness,MIN,black color of this art form make me unhappy,,,annotator_66
gosta-adrian-nilsson_komposition-1917.jpg,happiness,MIN,"dullness, color and picture",,,annotator_234
gosta-adrian-nilsson_komposition-1917.jpg,happiness,MIN,The sharp edges remind me of the mind of a clinically depressed person.,,,annotator_28
gosta-adrian-nilsson_komposition-1917.jpg,happiness,MAX,pink is a happy color. it looks to be expanding,,,annotator_33
gosta-adrian-nilsson_komposition-1917.jpg,happiness,MAX,The elements seem to fit together to form a harmonious and pretty looking shape.,,,annotator_28
gosta-adrian-nilsson_komposition-1917.jpg,happiness,MAX,Reminds you of a fancy bow tied to wonderful surprise.,,,annotator_62
gosta-adrian-nilsson_komposition-1917.jpg,happiness,MAX,LIKE A MODERN ART,,,annotator_284
gosta-adrian-nilsson_komposition-1917.jpg,happiness,MAX,whimsical shapes and bright colors,,,annotator_32
gosta-adrian-nilsson_komposition-1917.jpg,happiness,MAX,LIKE A MODERN ART,,,annotator_284
gosta-adrian-nilsson_komposition-1917.jpg,happiness,MAX,the soft pinks and blues make me feel happy,,,annotator_317
gosta-adrian-nilsson_komposition-1917.jpg,happiness,MAX,LIKE A MODERN ART,,,annotator_284
gosta-adrian-nilsson_komposition-1917.jpg,happiness,MAX,LIKE A MODERN ART,,,annotator_284
wladyslaw-strzeminski_kompozycja-morska-wenus-1933.jpg,fear,MIN,the shapes are peacful,,,annotator_91
wladyslaw-strzeminski_kompozycja-morska-wenus-1933.jpg,fear,MIN,looks like puzzle-like objects,,,annotator_255
wladyslaw-strzeminski_kompozycja-morska-wenus-1933.jpg,fear,MIN,looks like puzzles,,,annotator_255
wladyslaw-strzeminski_kompozycja-morska-wenus-1933.jpg,fear,MIN,a map with a lake show in the center,,,annotator_249
wladyslaw-strzeminski_kompozycja-morska-wenus-1933.jpg,fear,MIN,Not much rhyme or reason to this.,,,annotator_62
wladyslaw-strzeminski_kompozycja-morska-wenus-1933.jpg,fear,MIN,"looks like squiggly lines a child made, nothing intense or offensive",,,annotator_24
wladyslaw-strzeminski_kompozycja-morska-wenus-1933.jpg,fear,MAX,puzzle piece art,,,annotator_100
wladyslaw-strzeminski_kompozycja-morska-wenus-1933.jpg,sadness,MIN,Looks like a bunch of amoebas having an orgy under a microscope--the shapes are kind of playful/whimsical,,,annotator_260
wladyslaw-strzeminski_kompozycja-morska-wenus-1933.jpg,sadness,MIN,looks like puzzle-like shapes,,,annotator_255
wladyslaw-strzeminski_kompozycja-morska-wenus-1933.jpg,sadness,MIN,"picture, color and design",,,annotator_234
wladyslaw-strzeminski_kompozycja-morska-wenus-1933.jpg,sadness,MIN,"nice shapes, calm",,,annotator_239
wladyslaw-strzeminski_kompozycja-morska-wenus-1933.jpg,sadness,MIN,"nice figures, pastel colours",,,annotator_239
wladyslaw-strzeminski_kompozycja-morska-wenus-1933.jpg,sadness,MIN,all the other look like death,,,annotator_38
wladyslaw-strzeminski_kompozycja-morska-wenus-1933.jpg,sadness,MAX,"This looks like a face wrinkled up in a grimace of anguish, with white tears spilling from the blue eye.",,,annotator_181
karl-otto-gotz_karant-5-7-1957-1957.jpg,fear,MAX,The darkness looks to be circling and eating the rest of the painting.,,,annotator_285
karl-otto-gotz_karant-5-7-1957-1957.jpg,fear,MAX,That black swirl seems threatening.,,,annotator_28
karl-otto-gotz_karant-5-7-1957-1957.jpg,fear,MAX,usage of black color and presentation,,,annotator_234
karl-otto-gotz_karant-5-7-1957-1957.jpg,fear,MAX,dark and aggressive,,,annotator_239
karl-otto-gotz_karant-5-7-1957-1957.jpg,fear,MAX,Reminds me of the state of mind of someone in terror.,,,annotator_28
karl-otto-gotz_karant-5-7-1957-1957.jpg,fear,MAX,black chaotic swirls,,,annotator_32
karl-otto-gotz_karant-5-7-1957-1957.jpg,fear,MAX,The black swirls are menacing,,,annotator_197
karl-otto-gotz_karant-5-7-1957-1957.jpg,fear,MAX,black color make slightly fear,,,annotator_66
karl-otto-gotz_karant-5-7-1957-1957.jpg,fear,MAX,Looks like a hooded spirit,,,annotator_301
karl-otto-gotz_karant-5-7-1957-1957.jpg,fear,MAX,The expressive brush strokes seem to imply a racing fear in a person's mind.,,,annotator_28
karl-otto-gotz_karant-5-7-1957-1957.jpg,fear,MAX,It is stark,,,annotator_1
karl-otto-gotz_karant-5-7-1957-1957.jpg,sadness,MIN,fusion of colors make me less happiness,,,annotator_66
karl-otto-gotz_karant-5-7-1957-1957.jpg,sadness,MIN,There is a certain joy in that nice black swirl.,,,annotator_28
karl-otto-gotz_karant-5-7-1957-1957.jpg,sadness,MAX,fears like someone in danger,,,annotator_278
karl-otto-gotz_karant-5-7-1957-1957.jpg,sadness,MAX,black art make me sad,,,annotator_66
karl-otto-gotz_karant-5-7-1957-1957.jpg,sadness,MAX,This picture feels like all hope is lost.,,,annotator_106
karl-otto-gotz_karant-5-7-1957-1957.jpg,sadness,MAX,usage of black color and presentation,,,annotator_234
karl-otto-gotz_karant-5-7-1957-1957.jpg,sadness,MAX,despair depression confusion,,,annotator_306
karl-otto-gotz_karant-5-7-1957-1957.jpg,sadness,MAX,BLACK  HAVE SOME  FIGURES,,,annotator_284
karl-otto-gotz_karant-5-7-1957-1957.jpg,sadness,MAX,BLACK  AND DARK SHADOW,,,annotator_284
karl-otto-gotz_karant-5-7-1957-1957.jpg,sadness,MAX,Looks like someone lost their balance painting this.,,,annotator_285
karl-otto-gotz_karant-5-7-1957-1957.jpg,sadness,MAX,DARK DISGUST AND SOME FEARFUL FACES,,,annotator_284
karl-otto-gotz_karant-5-7-1957-1957.jpg,sadness,MAX,Looks like someone is screaming in saddness.,,,annotator_19
karl-otto-gotz_karant-5-7-1957-1957.jpg,sadness,MAX,usage of black color and particular design,,,annotator_234
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,fear,MIN,"I see a lovely fish shape in the center, a Christian symbol.",,,annotator_28
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,fear,MIN,the blurry shapes are like looking at a favorite eye-shadow palette,,,annotator_110
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,fear,MIN,lots of bold color,,,annotator_32
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,fear,MIN,"I see an outline of a pretty, colorful fish.",,,annotator_28
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,fear,MAX,IT CREATE A DEEP IMPACT FEAR,,,annotator_66
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,fear,MAX,the cooler colors,,,annotator_1
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,fear,MAX,feel very dark,,,annotator_280
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,fear,MAX,aesthetically pleasing design,,,annotator_100
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,fear,MAX,ROUGH STOKES AND COLOR,,,annotator_284
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,sadness,MIN,bright cheerful happy,,,annotator_306
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,sadness,MIN,"It is something a child might do, happy and full of color.",,,annotator_265
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,sadness,MIN,The brighter Easter colors provide happiness,,,annotator_186
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,sadness,MIN,some cheerful pastels and upward movements seem happy,,,annotator_155
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,sadness,MIN,"bold colours, lots going on",,,annotator_239
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,sadness,MAX,implies seeking comfort,,,annotator_140
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,sadness,MAX,mixture of multi colors make me sad,,,annotator_66
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,sadness,MAX,mixture of multi colors make me sad,,,annotator_66
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,sadness,MAX,LOW DENSITY COLOR,,,annotator_284
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,sadness,MAX,ROUGH STOKES AND COLOR,,,annotator_284
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,sadness,MAX,mixture of black colors make me sad,,,annotator_66
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,sadness,MAX,LOW DENSITY COLOR,,,annotator_284
alexej-von-jawlensky_variation-field-of-tulips-1916.jpg,sadness,MAX,LOW DENSITY COLOR,,,annotator_284
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,fear,MIN,One tone color seems simple and it's not showing too many subject at once.,,,annotator_242
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,fear,MIN,neutral and boring,,,annotator_102
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,fear,MIN,calm color and image,,,annotator_98
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,fear,MIN,A kind of cute piece with no particular feeling.,,,annotator_62
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,fear,MIN,The plain khaki color reminds me of an envelope.,,,annotator_285
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,fear,MIN,clear simple line,,,annotator_36
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,fear,MIN,Very simple. calming,,,annotator_319
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,fear,MIN,not much going on,,,annotator_91
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,fear,MIN,DARK STRIPS OF SINGLE LINE MAKE LESS FEAR,,,annotator_66
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,sadness,MIN,simple ant rather neutral,,,annotator_235
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,sadness,MIN,The colors and image lack any emotional impact,,,annotator_197
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,sadness,MIN,single strip make me least sad,,,annotator_66
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,sadness,MIN,single strip make me least sad,,,annotator_66
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,sadness,MIN,looks like a sticking out chopstick,,,annotator_255
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,sadness,MIN,single strip make me least sad,,,annotator_66
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,sadness,MIN,simplicity of the painting makes it less sad than the others,,,annotator_155
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,sadness,MIN,"very plain, no colors, boring",,,annotator_239
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,sadness,MIN,The usage of cream and light brown provides a soothing effect to our minds and hence evokes least sadness.,,,annotator_154
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,sadness,MIN,simple strip make me less sad,,,annotator_66
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,sadness,MAX,single strip make me least sadmixture of multi colors make me less sad,,,annotator_66
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,sadness,MAX,dull color and lack of design,,,annotator_234
giovanni-anselmo_studio-per-la-mia-ombra-verso-l-infinito-dalla-cima-dello-stromboli-durante-l-alba-del-16-1965.jpg,sadness,MAX,single strip make me that sadness,,,annotator_66
jack-bush_leap-on-blue-1976.jpg,fear,MIN,happy swirling and colors,,,annotator_91
jack-bush_leap-on-blue-1976.jpg,fear,MIN,simple and clean colors with calming background,,,annotator_290
jack-bush_leap-on-blue-1976.jpg,fear,MIN,This art SEEMS TO BE AN HAPPY ART WHICH HAS SOME GOOD VIBES,,,annotator_54
jack-bush_leap-on-blue-1976.jpg,fear,MIN,it looks lilke a childs painting,,,annotator_240
jack-bush_leap-on-blue-1976.jpg,fear,MIN,The shapes and color patterns jump out from the dark paint.,,,annotator_285
jack-bush_leap-on-blue-1976.jpg,fear,MIN,reminds me of colorful feathers floating through the air,,,annotator_32
jack-bush_leap-on-blue-1976.jpg,fear,MIN,simple but super,,,annotator_60
jack-bush_leap-on-blue-1976.jpg,fear,MIN,The colors remind me of a happy rainbow.,,,annotator_207
jack-bush_leap-on-blue-1976.jpg,fear,MIN,Nice colors and the look of banners against the sky,,,annotator_119
jack-bush_leap-on-blue-1976.jpg,fear,MIN,calm blue color,,,annotator_98
jack-bush_leap-on-blue-1976.jpg,fear,MIN,pretty joyful compared to the rest,,,annotator_235
jack-bush_leap-on-blue-1976.jpg,fear,MAX,Looks like a possible invasion of weird shapes falling from the sky.,,,annotator_62
jack-bush_leap-on-blue-1976.jpg,happiness,MIN,fusion of colors make me less happiness,,,annotator_66
jack-bush_leap-on-blue-1976.jpg,happiness,MIN,DARK DISGUST COLOR,,,annotator_284
jack-bush_leap-on-blue-1976.jpg,happiness,MAX,"The differently colored elements have the same shape.  They look like fishes playing in the water, joyfully.",,,annotator_28
jack-bush_leap-on-blue-1976.jpg,happiness,MAX,"Looks like confetti in the sky, therefore happy.",,,annotator_253
jack-bush_leap-on-blue-1976.jpg,happiness,MAX,Reminds me of dolphins leaping in joy.,,,annotator_28
jack-bush_leap-on-blue-1976.jpg,happiness,MAX,It looks like colorful leaves falling.,,,annotator_77
richards-ruben_untitled-1959.jpg,fear,MIN,bright color so better feel,,,annotator_280
